hour, minute, second, azimuth angle (relative to west=0)/degree, elevation angle/degree, power/mW
9,45,5,0,0,32
9,45,9,0,15,879
9,45,12,0,30,34
9,45,15,0,45,35
9,45,18,0,60,51
9,45,21,0,75,76
9,45,24,0,90,3983
9,45,27,18,0,20
9,45,32,18,15,22
9,45,35,18,30,945
9,45,38,18,45,4168
9,45,41,18,60,1786
9,45,44,18,75,61
9,45,47,18,90,1270
9,45,50,36,0,16
9,45,55,36,15,20
9,45,58,36,30,32
9,46,1,36,45,36
9,46,4,36,60,44
9,46,7,36,75,920
9,46,10,36,90,964
9,46,13,54,0,902
9,46,18,54,15,132
9,46,21,54,30,135
9,46,24,54,45,135
9,46,27,54,60,126
9,46,30,54,75,111
9,46,33,54,90,93
9,46,36,72,0,129
9,46,41,72,15,130
9,46,44,72,30,139
9,46,47,72,45,133
9,46,50,72,60,126
9,46,53,72,75,112
9,46,56,72,90,3931
9,46,59,90,0,109
9,47,4,90,15,119
9,47,7,90,30,130
9,47,10,90,45,128
9,47,13,90,60,127
9,47,16,90,75,100
9,47,19,90,90,89
9,47,22,108,0,91
9,47,27,108,15,93
9,47,30,108,30,102
9,47,33,108,45,103
9,47,36,108,60,103
9,47,39,108,75,92
9,47,42,108,90,95
9,47,45,126,0,77
9,47,50,126,15,80
9,47,53,126,30,84
9,47,56,126,45,95
9,47,59,126,60,103
9,48,2,126,75,113
9,48,5,126,90,115
9,48,8,144,0,70
9,48,13,144,15,66
9,48,16,144,30,67
9,48,19,144,45,68
9,48,22,144,60,73
9,48,25,144,75,78
9,48,28,144,90,97
9,48,31,162,0,66
9,48,36,162,15,60
9,48,39,162,30,65
9,48,42,162,45,62
9,48,45,162,60,70
9,48,48,162,75,75
9,48,51,162,90,98
9,48,54,180,0,61
9,48,59,180,15,57
9,49,2,180,30,51
9,49,5,180,45,47
9,49,8,180,60,56
9,49,11,180,75,70
9,49,14,180,90,100
9,54,29,0,0,122
9,54,33,0,15,125
9,54,36,0,30,129
9,54,39,0,45,126
9,54,42,0,60,119
9,54,44,0,75,114
9,54,47,0,90,98
9,54,50,18,0,136
9,54,55,18,15,139
9,54,58,18,30,143
9,55,1,18,45,136
9,55,4,18,60,128
9,55,7,18,75,114
9,55,10,18,90,95
9,55,13,36,0,137
9,55,18,36,15,144
9,55,21,36,30,148
9,55,27,36,60,0
9,55,30,36,75,114
9,55,33,36,90,94
9,55,36,54,0,135
9,55,41,54,15,142
9,55,44,54,30,148
9,55,47,54,45,142
9,55,50,54,60,134
9,55,53,54,75,112
9,55,56,54,90,100
9,55,59,72,0,134
9,56,4,72,15,136
9,56,7,72,30,140
9,56,10,72,45,143
9,56,13,72,60,135
9,56,16,72,75,115
9,56,19,72,90,97
9,56,22,90,0,114
9,56,27,90,15,120
9,56,30,90,30,124
9,56,33,90,45,120
9,56,36,90,60,116
9,56,39,90,75,106
9,56,42,90,90,94
9,56,45,108,0,93
9,56,50,108,15,99
9,56,53,108,30,103
9,56,56,108,45,105
9,56,59,108,60,105
9,57,2,108,75,98
9,57,5,108,90,0
9,57,19,126,45,0
9,57,22,126,60,80
9,57,25,126,75,86
9,57,28,126,90,89
9,57,31,144,0,60
9,57,36,144,15,56
9,57,39,144,30,58
9,57,42,144,45,56
9,57,45,144,60,63
9,57,48,144,75,72
9,57,51,144,90,88
9,57,54,162,0,54
9,57,59,162,15,50
9,58,2,162,30,51
9,58,5,162,45,48
9,58,8,162,60,50
9,58,11,162,75,67
9,58,14,162,90,90
9,58,17,180,0,48
9,58,22,180,15,50
9,58,25,180,30,49
9,58,28,180,45,48
9,58,31,180,60,47
9,58,34,180,75,61
9,58,37,180,90,93
10,3,52,0,0,168
10,3,56,0,15,180
10,3,59,0,30,179
10,4,2,0,45,174
10,4,5,0,60,167
10,4,8,0,75,152
10,4,11,0,90,129
10,4,14,18,0,189
10,4,19,18,15,194
10,4,22,18,30,197
10,4,25,18,45,188
10,4,27,18,60,177
10,4,30,18,75,155
10,4,33,18,90,128
10,4,36,36,0,189
10,4,41,36,15,194
10,4,44,36,30,197
10,4,47,36,45,192
10,4,50,36,60,180
10,4,53,36,75,160
10,4,56,36,90,128
10,4,59,54,0,189
10,5,4,54,15,194
10,5,7,54,30,195
10,5,10,54,45,192
10,5,13,54,60,179
10,5,16,54,75,159
10,5,19,54,90,129
10,5,22,72,0,182
10,5,27,72,15,190
10,5,30,72,30,196
10,5,33,72,45,197
10,5,36,72,60,188
10,5,39,72,75,172
10,5,42,72,90,145
10,5,45,90,0,203
10,5,50,90,15,222
10,5,53,90,30,224
10,5,56,90,45,214
10,5,59,90,60,201
10,6,2,90,75,184
10,6,5,90,90,152
10,6,8,108,0,152
10,6,13,108,15,164
10,6,16,108,30,177
10,6,19,108,45,173
10,6,22,108,60,156
10,6,25,108,75,141
10,6,28,108,90,126
10,6,31,126,0,89
10,6,36,126,15,92
10,6,39,126,30,103
10,6,42,126,45,113
10,6,45,126,60,125
10,6,48,126,75,128
10,6,51,126,90,129
10,6,54,144,0,88
10,6,59,144,15,88
10,7,2,144,30,91
10,7,5,144,45,93
10,7,8,144,60,114
10,7,11,144,75,129
10,7,14,144,90,137
10,7,17,162,0,82
10,7,22,162,15,80
10,7,25,162,30,78
10,7,28,162,45,75
10,7,31,162,60,82
10,7,34,162,75,98
10,7,37,162,90,130
10,7,40,180,0,81
10,7,45,180,15,77
10,7,48,180,30,74
10,7,51,180,45,70
10,7,54,180,60,77
10,7,57,180,75,90
10,8,0,180,90,121
10,13,15,0,0,216
10,13,19,0,15,207
10,13,22,0,30,202
10,13,25,0,45,206
10,13,28,0,60,203
10,13,31,0,75,194
10,13,34,0,90,167
10,13,37,18,0,294
10,13,42,18,15,321
10,13,45,18,30,319
10,13,48,18,45,299
10,13,51,18,60,267
10,13,54,18,75,230
10,13,57,18,90,178
10,14,0,36,0,317
10,14,5,36,15,331
10,14,7,36,30,335
10,14,10,36,45,332
10,14,13,36,60,312
10,14,16,36,75,263
10,14,19,36,90,184
10,14,22,54,0,254
10,14,27,54,15,240
10,14,30,54,30,222
10,14,33,54,45,203
10,14,36,54,60,186
10,14,39,54,75,168
10,14,42,54,90,137
10,14,45,72,0,192
10,14,50,72,15,197
10,14,53,72,30,199
10,14,56,72,45,191
10,14,59,72,60,176
10,15,2,72,75,154
10,15,5,72,90,126
10,15,8,90,0,156
10,15,13,90,15,161
10,15,16,90,30,165
10,15,19,90,45,163
10,15,22,90,60,157
10,15,25,90,75,146
10,15,28,90,90,126
10,15,31,108,0,126
10,15,36,108,15,131
10,15,39,108,30,138
10,15,42,108,45,141
10,15,45,108,60,141
10,15,48,108,75,140
10,15,51,108,90,133
10,15,54,126,0,99
10,15,59,126,15,98
10,16,2,126,30,104
10,16,5,126,45,110
10,16,8,126,60,118
10,16,11,126,75,121
10,16,14,126,90,123
10,16,17,144,0,80
10,16,22,144,15,79
10,16,25,144,30,79
10,16,28,144,45,82
10,16,31,144,60,95
10,16,34,144,75,105
10,16,37,144,90,117
10,16,40,162,0,70
10,16,45,162,15,72
10,16,48,162,30,72
10,16,51,162,45,70
10,16,54,162,60,80
10,16,57,162,75,100
10,17,0,162,90,124
10,17,3,180,0,74
10,17,8,180,15,67
10,17,11,180,30,66
10,17,14,180,45,63
10,17,17,180,60,66
10,17,20,180,75,82
10,17,23,180,90,114
10,22,38,0,0,168
10,22,42,0,15,181
10,22,45,0,30,178
10,22,48,0,45,171
10,22,51,0,60,163
10,22,54,0,75,150
10,22,57,0,90,129
10,23,0,18,0,186
10,23,5,18,15,196
10,23,8,18,30,196
10,23,11,18,45,189
10,23,14,18,60,176
10,23,17,18,75,154
10,23,20,18,90,126
10,23,23,36,0,190
10,23,28,36,15,200
10,23,31,36,30,203
10,23,34,36,45,203
10,23,37,36,60,194
10,23,40,36,75,169
10,23,43,36,90,132
10,23,46,54,0,197
10,23,50,54,15,199
10,23,53,54,30,192
10,23,56,54,45,183
10,23,59,54,60,170
10,24,2,54,75,146
10,24,5,54,90,116
10,24,8,72,0,165
10,24,13,72,15,171
10,24,16,72,30,173
10,24,19,72,45,168
10,24,22,72,60,161
10,24,25,72,75,150
10,24,28,72,90,126
10,24,31,90,0,163
10,24,36,90,15,164
10,24,39,90,30,164
10,24,42,90,45,160
10,24,45,90,60,151
10,24,48,90,75,131
10,24,51,90,90,111
10,24,54,108,0,119
10,24,59,108,15,129
10,25,2,108,30,140
10,25,5,108,45,144
10,25,8,108,60,138
10,25,11,108,75,126
10,25,14,108,90,113
10,25,17,126,0,89
10,25,22,126,15,93
10,25,25,126,30,98
10,25,28,126,45,100
10,25,31,126,60,105
10,25,34,126,75,105
10,25,37,126,90,106
10,25,40,144,0,72
10,25,45,144,15,72
10,25,48,144,30,73
10,25,51,144,45,77
10,25,54,144,60,86
10,25,57,144,75,96
10,26,0,144,90,106
10,26,3,162,0,66
10,26,8,162,15,64
10,26,11,162,30,62
10,26,14,162,45,62
10,26,17,162,60,71
10,26,20,162,75,87
10,26,23,162,90,110
10,26,26,180,0,62
10,26,31,180,15,60
10,26,34,180,30,58
10,26,37,180,45,56
10,26,40,180,60,61
10,26,43,180,75,76
10,26,46,180,90,106
10,32,1,0,0,338
10,32,5,0,15,340
10,32,8,0,30,342
10,32,11,0,45,324
10,32,14,0,60,267
10,32,17,0,75,213
10,32,20,0,90,185
10,32,23,18,0,345
10,32,28,18,15,352
10,32,31,18,30,352
10,32,34,18,45,354
10,32,37,18,60,349
10,32,40,18,75,331
10,32,43,18,90,256
10,32,46,36,0,359
10,32,51,36,15,364
10,32,54,36,30,361
10,32,57,36,45,355
10,33,0,36,60,348
10,33,3,36,75,332
10,33,6,36,90,244
10,33,9,54,0,359
10,33,14,54,15,362
10,33,16,54,30,360
10,33,20,54,45,358
10,33,23,54,60,346
10,33,26,54,75,318
10,33,29,54,90,227
10,33,32,72,0,346
10,33,36,72,15,358
10,33,39,72,30,360
10,33,42,72,45,355
10,33,45,72,60,339
10,33,48,72,75,312
10,33,51,72,90,225
10,33,54,90,0,334
10,33,59,90,15,341
10,34,2,90,30,338
10,34,5,90,45,331
10,34,8,90,60,310
10,34,11,90,75,262
10,34,14,90,90,193
10,34,17,108,0,244
10,34,22,108,15,234
10,34,25,108,30,224
10,34,28,108,45,221
10,34,31,108,60,224
10,34,34,108,75,216
10,34,37,108,90,189
10,34,40,126,0,150
10,34,45,126,15,162
10,34,48,126,30,171
10,34,51,126,45,170
10,34,54,126,60,161
10,34,57,126,75,149
10,35,0,126,90,137
10,35,3,144,0,89
10,35,8,144,15,85
10,35,11,144,30,84
10,35,14,144,45,90
10,35,17,144,60,106
10,35,20,144,75,117
10,35,23,144,90,124
10,35,26,162,0,73
10,35,31,162,15,71
10,35,34,162,30,69
10,35,37,162,45,67
10,35,40,162,60,77
10,35,43,162,75,93
10,35,46,162,90,111
10,35,49,180,0,61
10,35,54,180,15,59
10,35,57,180,30,61
10,36,0,180,45,61
10,36,3,180,60,75
10,36,6,180,75,0
10,36,9,180,90,125
10,41,24,0,0,155
10,41,28,0,15,165
10,41,31,0,30,169
10,41,34,0,45,167
10,41,37,0,60,163
10,41,40,0,75,150
10,41,43,0,90,131
10,41,46,18,0,169
10,41,51,18,15,182
10,41,54,18,30,189
10,41,57,18,45,186
10,42,0,18,60,178
10,42,3,18,75,164
10,42,6,18,90,139
10,42,9,36,0,186
10,42,14,36,15,195
10,42,17,36,30,193
10,42,20,36,45,187
10,42,23,36,60,177
10,42,26,36,75,158
10,42,29,36,90,130
10,42,32,54,0,176
10,42,37,54,15,185
10,42,40,54,30,189
10,42,43,54,45,184
10,42,46,54,60,171
10,42,49,54,75,153
10,42,52,54,90,127
10,42,55,72,0,169
10,42,59,72,15,179
10,43,2,72,30,189
10,43,5,72,45,194
10,43,8,72,60,185
10,43,11,72,75,164
10,43,14,72,90,134
10,43,17,90,0,161
10,43,22,90,15,168
10,43,25,90,30,171
10,43,28,90,45,170
10,43,31,90,60,161
10,43,34,90,75,147
10,43,37,90,90,127
10,43,40,108,0,129
10,43,45,108,15,136
10,43,48,108,30,142
10,43,51,108,45,144
10,43,54,108,60,144
10,43,57,108,75,139
10,44,0,108,90,130
10,44,3,126,0,106
10,44,8,126,15,111
10,44,11,126,30,116
10,44,14,126,45,121
10,44,17,126,60,125
10,44,20,126,75,126
10,44,23,126,90,126
10,44,26,144,0,84
10,44,31,144,15,84
10,44,34,144,30,89
10,44,37,144,45,91
10,44,40,144,60,104
10,44,43,144,75,115
10,44,46,144,90,126
10,44,49,162,0,73
10,44,54,162,15,69
10,44,57,162,30,68
10,45,0,162,45,73
10,45,3,162,60,91
10,45,6,162,75,112
10,45,9,162,90,131
10,45,12,180,0,70
10,45,17,180,15,69
10,45,20,180,30,67
10,45,23,180,45,64
10,45,26,180,60,72
10,45,29,180,75,91
10,45,32,180,90,122
10,50,47,0,0,175
10,50,51,0,15,192
10,50,54,0,30,197
10,50,57,0,45,198
10,51,0,0,60,191
10,51,3,0,75,175
10,51,6,0,90,153
10,51,9,18,0,202
10,51,14,18,15,228
10,51,17,18,30,236
10,51,20,18,45,258
10,51,23,18,60,224
10,51,26,18,75,197
10,51,29,18,90,164
10,51,32,36,0,246
10,51,37,36,15,279
10,51,40,36,30,283
10,51,43,36,45,257
10,51,46,36,60,223
10,51,49,36,75,185
10,51,52,36,90,150
10,51,55,54,0,200
10,52,0,54,15,206
10,52,3,54,30,207
10,52,6,54,45,204
10,52,9,54,60,189
10,52,12,54,75,166
10,52,15,54,90,139
10,52,18,72,0,176
10,52,23,72,15,186
10,52,26,72,30,191
10,52,29,72,45,190
10,52,32,72,60,182
10,52,35,72,75,169
10,52,38,72,90,148
10,52,41,90,0,180
10,52,45,90,15,190
10,52,48,90,30,189
10,52,51,90,45,185
10,52,54,90,60,179
10,52,57,90,75,165
10,53,0,90,90,147
10,53,3,108,0,182
10,53,8,108,15,225
10,53,11,108,30,222
10,53,14,108,45,222
10,53,17,108,60,191
10,53,20,108,75,175
10,53,23,108,90,148
10,53,26,126,0,115
10,53,31,126,15,123
10,53,34,126,30,142
10,53,37,126,45,163
10,53,40,126,60,166
10,53,43,126,75,155
10,53,46,126,90,148
10,53,49,144,0,87
10,53,54,144,15,0
10,53,57,144,30,92
10,54,0,144,45,100
10,54,3,144,60,115
10,54,6,144,75,127
10,54,9,144,90,140
10,54,12,162,0,83
10,54,17,162,15,80
10,54,20,162,30,81
10,54,23,162,45,86
10,54,26,162,60,104
10,54,29,162,75,125
10,54,32,162,90,146
10,54,35,180,0,79
10,54,40,180,15,80
10,54,43,180,30,80
10,54,46,180,45,82
10,54,49,180,60,96
10,54,52,180,75,117
10,54,55,180,90,149
11,0,10,0,0,172
11,0,14,0,15,181
11,0,17,0,30,190
11,0,20,0,45,195
11,0,23,0,60,192
11,0,26,0,75,184
11,0,29,0,90,171
11,0,32,18,0,196
11,0,37,18,15,212
11,0,40,18,30,219
11,0,43,18,45,220
11,0,46,18,60,213
11,0,49,18,75,199
11,0,52,18,90,174
11,0,55,36,0,214
11,1,0,36,15,230
11,1,3,36,30,237
11,1,6,36,45,238
11,1,9,36,60,228
11,1,12,36,75,210
11,1,15,36,90,179
11,1,18,54,0,234
11,1,23,54,15,268
11,1,26,54,30,285
11,1,29,54,45,280
11,1,32,54,60,268
11,1,35,54,75,242
11,1,38,54,90,194
11,1,41,72,0,238
11,1,46,72,15,245
11,1,49,72,30,247
11,1,52,72,45,243
11,1,55,72,60,226
11,1,58,72,75,207
11,2,1,72,90,177
11,2,4,90,0,209
11,2,8,90,15,212
11,2,11,90,30,216
11,2,14,90,45,214
11,2,17,90,60,207
11,2,20,90,75,197
11,2,23,90,90,174
11,2,26,108,0,173
11,2,31,108,15,181
11,2,34,108,30,187
11,2,37,108,45,190
11,2,40,108,60,193
11,2,43,108,75,187
11,2,46,108,90,170
11,2,49,126,0,136
11,2,54,126,15,150
11,2,57,126,30,164
11,3,0,126,45,171
11,3,3,126,60,172
11,3,6,126,75,168
11,3,9,126,90,162
11,3,12,144,0,106
11,3,17,144,15,111
11,3,20,144,30,122
11,3,23,144,45,133
11,3,26,144,60,150
11,3,29,144,75,157
11,3,32,144,90,159
11,3,35,162,0,94
11,3,40,162,15,96
11,3,43,162,30,104
11,3,46,162,45,111
11,3,49,162,60,131
11,3,52,162,75,149
11,3,55,162,90,166
11,3,58,180,0,91
11,4,3,180,15,90
11,4,6,180,30,90
11,4,9,180,45,93
11,4,12,180,60,106
11,4,15,180,75,130
11,4,18,180,90,155
11,9,33,0,0,138
11,9,37,0,15,147
11,9,40,0,30,155
11,9,43,0,45,154
11,9,46,0,60,155
11,9,49,0,75,148
11,9,52,0,90,135
11,9,55,18,0,158
11,10,0,18,15,170
11,10,3,18,30,176
11,10,6,18,45,174
11,10,9,18,60,167
11,10,12,18,75,153
11,10,15,18,90,134
11,10,18,36,0,173
11,10,23,36,15,184
11,10,26,36,30,188
11,10,29,36,45,185
11,10,32,36,60,175
11,10,35,36,75,158
11,10,38,36,90,133
11,10,41,54,0,177
11,10,46,54,15,186
11,10,49,54,30,189
11,10,52,54,45,186
11,10,55,54,60,175
11,10,58,54,75,157
11,11,1,54,90,133
11,11,4,72,0,173
11,11,9,72,15,184
11,11,12,72,30,185
11,11,15,72,45,183
11,11,18,72,60,173
11,11,21,72,75,156
11,11,24,72,90,129
11,11,27,90,0,163
11,11,31,90,15,173
11,11,34,90,30,176
11,11,37,90,45,173
11,11,40,90,60,165
11,11,43,90,75,149
11,11,46,90,90,126
11,11,49,108,0,143
11,11,54,108,15,154
11,11,57,108,30,160
11,12,0,108,45,168
11,12,3,108,60,171
11,12,6,108,75,158
11,12,9,108,90,135
11,12,12,126,0,121
11,12,17,126,15,128
11,12,20,126,30,136
11,12,23,126,45,140
11,12,26,126,60,142
11,12,29,126,75,135
11,12,32,126,90,126
11,12,35,144,0,90
11,12,40,144,15,96
11,12,43,144,30,106
11,12,46,144,45,114
11,12,49,144,60,123
11,12,52,144,75,127
11,12,55,144,90,128
11,12,58,162,0,78
11,13,3,162,15,79
11,13,6,162,30,83
11,13,9,162,45,94
11,13,12,162,60,121
11,13,15,162,75,165
11,13,18,162,90,209
11,13,21,180,0,117
11,13,26,180,15,99
11,13,29,180,30,92
11,13,32,180,45,88
11,13,35,180,60,96
11,13,38,180,75,122
11,13,41,180,90,155
11,18,56,0,0,343
11,19,0,0,15,360
11,19,3,0,30,361
11,19,6,0,45,354
11,19,9,0,60,357
11,19,12,0,75,344
11,19,15,0,90,315
11,19,18,18,0,369
11,19,23,18,15,376
11,19,26,18,30,377
11,19,29,18,45,376
11,19,32,18,60,368
11,19,35,18,75,359
11,19,38,18,90,319
11,19,41,36,0,374
11,19,46,36,15,379
11,19,49,36,30,380
11,19,52,36,45,377
11,19,55,36,60,370
11,19,58,36,75,361
11,20,1,36,90,318
11,20,4,54,0,377
11,20,9,54,15,383
11,20,12,54,30,380
11,20,15,54,45,378
11,20,18,54,60,370
11,20,21,54,75,360
11,20,24,54,90,310
11,20,27,72,0,372
11,20,32,72,15,376
11,20,35,72,30,374
11,20,38,72,45,377
11,20,41,72,60,370
11,20,44,72,75,353
11,20,47,72,90,297
11,20,50,90,0,361
11,20,55,90,15,366
11,20,58,90,30,367
11,21,1,90,45,364
11,21,4,90,60,358
11,21,7,90,75,340
11,21,10,90,90,283
11,21,13,108,0,334
11,21,18,108,15,344
11,21,20,108,30,348
11,21,23,108,45,347
11,21,27,108,60,342
11,21,30,108,75,324
11,21,32,108,90,269
11,21,35,126,0,267
11,21,40,126,15,291
11,21,43,126,30,312
11,21,46,126,45,322
11,21,49,126,60,317
11,21,52,126,75,299
11,21,55,126,90,259
11,21,58,144,0,154
11,22,3,144,15,174
11,22,6,144,30,203
11,22,9,144,45,236
11,22,12,144,60,257
11,22,15,144,75,263
11,22,18,144,90,253
11,22,21,162,0,134
